Sigla;Código;Município;Renda familiar - per capita - média (1991);Alfabetizados - pessoas 15 anos e mais (1991);
BA;2931350;Teixeira de Freitas;0,82;67,261;
BA;2931400;Teodoro Sampaio;0,47;61,311;
BA;2931509;Teofilândia;0,39;49,679;
BA;2931608;Teolândia;0,39;35,322;
BA;2931707;Terra Nova;0,33;67,098;
BA;2931806;Tremedal;0,29;44,541;
BA;2931905;Tucano;0,36;43,373;
BA;2932002;Uauá;0,29;53,552;
BA;2932101;Ubaíra;0,28;51,725;
BA;2932200;Ubaitaba;0,49;59,245;
BA;2932309;Ubatã;0,4;54,448;
BA;2932408;Uibaí;0,3;71,846;
BA;2932457;Umburanas;0,19;42,325;
BA;2932507;Una;0,34;53,368;
BA;2932606;Urandi;0,44;54,304;
BA;2932705;Uruçuca;0,29;53,558;
BA;2932804;Utinga;0,39;51,748;
BA;2932903;Valença;0,55;59,641;
BA;2933000;Valente;0,4;63,659;
BA;2933059;Várzea da Roça;0,25;52,168;
BA;2933109;Várzea do Poço;0,29;65,821;
BA;2933158;Várzea Nova;0,25;50,035;
BA;2933174;Varzedo;0,36;49,494;
BA;2933208;Vera Cruz;0,58;75,663;
BA;2933257;Vereda;0,47;52,158;
BA;2933307;Vitória da Conquista;0,81;70,606;
BA;2933406;Wagner;0,34;59,782;
BA;2933455;Wanderley;0,37;45,346;
BA;2933505;Wenceslau Guimarães;0,29;35,436;
BA;2933604;Xique-Xique;0,36;58,148;
BA;2999919;Trancoso;;;
BA;2999929;Barcellos;;;
BA;2999939;Olivença;;;
BA;2999949;Villa Verde;;;
CE;2300101;Abaiara;0,24;44,222;
CE;2300150;Acarapé;0,33;57,352;
CE;2300200;Acaraú;0,38;47,364;
CE;2300309;Acopiara;0,31;45,199;
CE;2300408;Aiuaba;0,22;40,352;
CE;2300507;Alcântaras;0,26;47,451;
CE;2300606;Altaneira;0,26;44,631;
CE;2300705;Alto Santo;0,36;51,093;
CE;2300754;Amontada;0,23;50,498;
CE;2300804;Antonina do Norte;0,31;47,943;
CE;2300903;Apuiarés;0,25;52,485;
CE;2301000;Aquiraz;0,44;55,081;
CE;2301109;Aracati;0,44;59,172;
CE;2301208;Aracoiaba;0,32;44,937;
CE;2301257;Ararendá;;44,928;
CE;2301307;Araripe;0,23;40,866;
CE;2301406;Aratuba;0,33;52,326;
CE;2301505;Arneiroz;0,21;47,557;
CE;2301604;Assaré;0,28;45,387;
CE;2301703;Aurora;0,35;53,697;
CE;2301802;Baixio;0,2;54,751;
CE;2301851;Banabuiú;0,27;44,994;
CE;2301901;Barbalha;0,46;63,491;
CE;2301950;Barreira;0,36;52,419;
CE;2302008;Barro;0,27;58,011;
CE;2302057;Barroquinha;0,22;33,571;
CE;2302107;Baturité;0,43;59,53;
CE;2302206;Beberibe;0,34;48,865;
CE;2302305;Bela Cruz;0,32;51,86;
CE;2302404;Boa Viagem;0,27;46,208;
CE;2302503;Brejo Santo;0,53;51,811;
CE;2302602;Camocim;0,36;51,312;
CE;2302701;Campos Sales;0,39;50,435;
CE;2302800;Canindé;0,36;52,033;
CE;2302909;Capistrano;0,29;47,15;
CE;2303006;Caridade;0,3;47,703;
CE;2303105;Cariré;0,31;45,658;
CE;2303204;Caririaçu;0,23;44,174;
CE;2303303;Cariús;0,35;44,377;
CE;2303402;Carnaubal;0,25;46,3;
CE;2303501;Cascavel;0,37;54,773;
CE;2303600;Catarina;0,37;45,358;
CE;2303659;Catunda;;45,821;
CE;2303709;Caucaia;0,55;71,569;
CE;2303808;Cedro;0,51;52,405;
CE;2303907;Chaval;0,27;45,242;
CE;2303931;Choró;;37,427;
CE;2303956;Chorozinho;0,37;49,22;
CE;2304004;Coreaú;0,34;40,736;
CE;2304103;Crateús;0,46;57,281;
CE;2304202;Crato;0,67;67,397;
CE;2304236;Croatá;0,2;41,855;
CE;2304251;Cruz;0,34;49,335;
CE;2304269;Deputado Irapuan Pinheiro;0,33;44,833;
CE;2304277;Ererê;0,32;44,537;
CE;2304285;Eusébio;0,6;62,784;
CE;2304301;Farias Brito;0,29;45,474;
CE;2304350;Forquilha;0,36;48,594;
CE;2304400;Fortaleza;1,33;83,226;
CE;2304459;Fortim;;42,261;
CE;2304509;Frecheirinha;0,34;43,996;
CE;2304608;General Sampaio;0,28;37,173;
CE;2304657;Graça;0,17;36,735;
CE;2304707;Granja;0,29;36,518;
CE;2304806;Granjeiro;0,2;41,829;
CE;2304905;Groaíras;0,34;53,101;
CE;2304954;Guaiúba;0,35;53,949;
CE;2305001;Guaraciaba do Norte;0,33;47,589;
CE;2305100;Guaramiranga;0,33;54,689;
CE;2305209;Hidrolândia;0,24;53,581;
CE;2305233;Horizonte;0,44;52,708;
CE;2305266;Ibaretama;0,24;43,733;
CE;2305308;Ibiapina;0,25;50,829;
CE;2305332;Ibicuitinga;0,27;48,683;
CE;2305357;Icapuí;0,49;52,736;
CE;2305407;Icó;0,34;47,981;
CE;2305506;Iguatu;0,66;57,986;
CE;2305605;Independência;0,31;51,167;
CE;2305654;Ipaporanga;0,25;45,934;
CE;2305704;Ipaumirim;0,28;56,396;
CE;2305803;Ipu;0,34;50,009;
CE;2305902;Ipueiras;0,28;42,425;
CE;2306009;Iracema;0,29;51,573;
CE;2306108;Irauçuba;0,27;52,233;
CE;2306207;Itaiçaba;0,29;57,744;
CE;2306256;Itaitinga;;61,438;
CE;2306306;Itapagé;0,41;56,734;
CE;2306405;Itapipoca;0,29;52,551;
CE;2306504;Itapiúna;0,26;48,87;
CE;2306553;Itarema;0,32;45,349;
CE;2306603;Itatira;0,22;43,815;
CE;2306702;Jaguaretama;0,31;48,726;
CE;2306801;Jaguaribara;0,45;50,65;
CE;2306900;Jaguaribe;0,42;55,142;
CE;2307007;Jaguaruana;0,38;51,609;
CE;2307106;Jardim;0,28;49,696;
CE;2307205;Jati;0,3;48,161;
CE;2307254;Jijoca de Jericoacoara;;41,322;
CE;2307304;Juazeiro do Norte;0,65;63,658;
CE;2307403;Jucás;0,25;43,967;
CE;2307502;Lavras da Mangabeira;0,32;50,358;
CE;2307601;Limoeiro do Norte;0,5;65,857;
CE;2307635;Madalena;0,24;48,539;
CE;2307650;Maracanaú;0,51;77,578;
CE;2307700;Maranguape;0,43;65,08;
CE;2307809;Marco;0,31;46,665;
CE;2307908;Martinópole;0,28;49,703;
CE;2308005;Massapê;0,31;43,717;
CE;2308104;Mauriti;0,26;42,629;
CE;2308203;Meruoca;0,26;54,198;
CE;2308302;Milagres;0,35;50,862;
CE;2308351;Milhã;0,21;49,797;
CE;2308377;Miraíma;0,21;43,707;
CE;2308401;Missão Velha;0,33;45,752;
CE;2308500;Mombaça;0,3;46,159;
CE;2308609;Monsenhor Tabosa;0,22;51,156;
CE;2308708;Morada Nova;0,36;53,549;
CE;2308807;Moraújo;0,33;45,803;
CE;2308906;Morrinhos;0,27;51,671;
CE;2309003;Mucambo;0,27;50,115;
CE;2309102;Mulungu;0,38;53,649;
CE;2309201;Nova Olinda;0,28;54,7;
CE;2309300;Nova Russas;0,32;51,616;
CE;2309409;Novo Oriente;0,3;44,388;
CE;2309458;Ocara;0,22;46,797;
CE;2309508;Orós;0,34;51,597;
CE;2309607;Pacajus;0,53;58,305;
CE;2309706;Pacatuba;0,44;75,258;
CE;2309805;Pacoti;0,37;53,823;
CE;2309904;Pacujá;0,66;54,436;
CE;2310001;Palhano;0,21;49,003;
CE;2310100;Palmácia;0,42;55,557;
CE;2310209;Paracuru;0,41;59,118;
CE;2310258;Paraipaba;0,43;61,975;
CE;2310298;Cococi;;;
CE;2310308;Parambu;0,35;44,993;
CE;2310407;Paramoti;0,25;46,216;
CE;2310506;Pedra Branca;0,26;40,312;
CE;2310605;Penaforte;0,27;57,862;
CE;2310704;Pentecoste;0,32;55,819;
CE;2310803;Pereiro;0,23;48,511;
CE;2310852;Pindoretama;0,38;56,663;
CE;2310902;Piquet Carneiro;0,29;49,151;
CE;2310951;Pires Ferreira;0,23;45,877;
CE;2311009;Poranga;0,24;38,027;
CE;2311108;Porteiras;0,32;44,45;
CE;2311207;Potengi;0,29;44,02;
CE;2311231;Potiretama;0,25;48,624;
CE;2311264;Quiterianópolis;0,16;46,237;
CE;2311306;Quixadá;0,44;59,125;
CE;2311355;Quixelô;0,37;43,572;
CE;2311405;Quixeramobim;0,43;54,17;
CE;2311504;Quixeré;0,38;51,259;
CE;2311603;Redenção;0,35;55,463;
CE;2311702;Reriutaba;0,33;48,873;
CE;2311801;Russas;0,54;63,339;
CE;2311900;Saboeiro;0,21;37,69;
CE;2311959;Salitre;0,18;31,477;
CE;2312007;Santana do Acaraú;0,32;47,778;
CE;2312106;Santana do Cariri;0,3;44,235;
CE;2312205;Santa Quitéria;0,25;48,3;
CE;2312304;São Benedito;0,3;47,589;
CE;2312403;São Gonçalo do Amarante;0,36;56,066;
CE;2312502;São João do Jaguaribe;0,43;62,026;
CE;2312601;São Luís do Curu;0,46;61,286;
CE;2312700;Senador Pompeu;0,49;54,23;
CE;2312809;Senador Sá;0,29;46,464;
CE;2312908;Sobral;0,58;61,412;
CE;2313005;Solonópole;0,29;55,065;
CE;2313104;Tabuleiro do Norte;0,53;57,293;
CE;2313203;Tamboril;0,26;47,226;
CE;2313252;Tarrafas;0,14;40,812;
CE;2313302;Tauá;0,37;51,136;
CE;2313351;Tejuçuoca;0,22;44,082;
CE;2313401;Tianguá;0,46;49,642;
CE;2313500;Trairi;0,27;50,23;
CE;2313559;Tururu;0,24;49,815;
CE;2313609;Ubajara;0,37;52,562;
CE;2313708;Umari;0,19;51,183;
CE;2313757;Umirim;0,27;48,477;
CE;2313807;Uruburetama;0,36;56,706;
CE;2313906;Uruoca;0,24;39,005;
CE;2313955;Varjota;0,39;54,458;
CE;2314003;Várzea Alegre;0,25;51,848;
CE;2314102;Viçosa do Ceará;0,26;38,785;
CE;2399919;Entre Rios;;;
CE;2399929;Mecejana;;;
CE;2399939;Vertentes;;;
DF;5300108;Brasília;2,67;90,762;
ES;3200102;Afonso Cláudio;0,57;74,443;
ES;3200136;Águia Branca;0,41;72,172;
ES;3200169;Água Doce do Norte;0,36;65,921;
ES;3200201;Alegre;0,84;73,929;
ES;3200300;Alfredo Chaves;0,82;82,637;
ES;3200359;Alto Rio Novo;0,59;69,383;
ES;3200409;Anchieta;0,81;79,247;
ES;3200508;Apiacá;0,66;75,394;
ES;3200607;Aracruz;1,25;82,601;
ES;3200706;Atilio Vivacqua;0,62;79,973;
ES;3200805;Baixo Guandu;0,59;74,392;
ES;3200904;Barra de São Francisco;0,61;70,126;
ES;3201001;Boa Esperança;0,65;74,675;
ES;3201100;Bom Jesus do Norte;0,8;82,586;
ES;3201159;Brejetuba;;56,86;
ES;3201209;Cachoeiro de Itapemirim;1,19;85,496;
ES;3201308;Cariacica;0,9;85,271;
ES;3201407;Castelo;0,82;82,511;
ES;3201506;Colatina;0,97;82,884;
ES;3201605;Conceição da Barra;0,64;69,386;
ES;3201704;Conceição do Castelo;0,59;78,108;
ES;3201803;Divino de São Lourenço;0,43;69,039;
ES;3201902;Domingos Martins;0,83;77,61;
ES;3202009;Dores do Rio Preto;0,74;72,651;
ES;3202108;Ecoporanga;0,63;62,122;
ES;3202207;Fundão;1;80,695;
ES;3202256;Governador Lindenberg;;;
ES;3202306;Guaçuí;0,97;75,635;
ES;3202405;Guarapari;1;84,399;
ES;3202454;Ibatiba;0,52;67,008;
ES;3202504;Ibiraçu;0,88;80,836;
ES;3202553;Ibitirama;0,57;61,282;
ES;3202603;Iconha;0,95;81,89;
ES;3202652;Irupi;;65,007;
ES;3202702;Itaguaçu;0,72;77,506;
ES;3202801;Itapemirim;0,7;74,678;
ES;3202900;Itarana;0,86;79,574;
ES;3203007;Iúna;0,65;69,715;
ES;3203056;Jaguaré;0,98;73,369;
ES;3203106;Jerônimo Monteiro;0,72;77,094;
ES;3203130;João Neiva;1,02;83,869;
ES;3203163;Laranja da Terra;0,49;74,558;
ES;3203205;Linhares;0,85;78,678;
ES;3203304;Mantenópolis;0,62;65,505;
ES;3203320;Marataízes;;77,397;
ES;3203346;Marechal Floriano;;79,363;
ES;3203353;Marilândia;0,82;81,349;
ES;3203403;Mimoso do Sul;0,57;72,882;
ES;3203502;Montanha;0,7;67,816;
ES;3203601;Mucurici;0,7;64,405;
ES;3203700;Muniz Freire;0,6;70,183;
ES;3203809;Muqui;0,74;75,693;
ES;3203908;Nova Venécia;0,72;76,302;
ES;3204005;Pancas;0,53;70,806;
ES;3204054;Pedro Canário;0,8;65,942;
ES;3204104;Pinheiros;0,85;67,825;
ES;3204203;Piúma;0,91;83,708;
ES;3204252;Ponto Belo;;63,459;
ES;3204302;Presidente Kennedy;0,63;67,084;
ES;3204351;Rio Bananal;0,59;76,772;
ES;3204401;Rio Novo do Sul;0,79;81,581;
ES;3204500;Santa Leopoldina;0,52;74,068;
ES;3204559;Santa Maria de Jetibá;0,64;75,713;
ES;3204609;Santa Teresa;0,83;80,873;
ES;3204658;São Domingos do Norte;;77,764;
ES;3204708;São Gabriel da Palha;0,72;80,15;
ES;3204807;São José do Calçado;0,67;75,919;
ES;3204906;São Mateus;0,99;76,481;
ES;3204955;São Roque do Canaã;;80,024;
ES;3205002;Serra;0,97;86,687;
ES;3205010;Sooretama;;70,064;
ES;3205036;Vargem Alta;0,56;77,124;
ES;3205069;Venda Nova do Imigrante;1,03;82,385;
ES;3205101;Viana;0,7;84,414;
ES;3205150;Vila Pavão;;70,58;
ES;3205176;Vila Valério;;73,945;
ES;3205200;Vila Velha;1,74;91,717;
ES;3205309;Vitória;2,55;92,476;
ES;3299919;Riacho;;;
ES;3299929;Ponte do Itabapoana;;;
GO;5200050;Abadia de Goiás;;81,564;
GO;5200100;Abadiânia;0,78;74,539;
GO;5200134;Acreúna;0,98;75,432;
GO;5200159;Adelândia;0,78;73,097;
GO;5200175;Água Fria de Goiás;0,55;66,87;
GO;5200209;Água Limpa;0,76;78,164;
GO;5200258;Águas Lindas de Goiás;;71,038;
GO;5200308;Alexânia;0,64;70,002;
GO;5200506;Aloândia;0,61;78,531;
GO;5200555;Alto Horizonte;;71,629;
GO;5200605;Alto Paraíso de Goiás;0,72;70,473;
GO;5200803;Alvorada do Norte;0,67;64,534;
GO;5200829;Amaralina;;60,721;
GO;5200852;Americano do Brasil;0,92;71,612;
GO;5200902;Amorinópolis;0,93;74,471;
GO;5201108;Anápolis;1,31;86,334;
GO;5201207;Anhanguera;0,61;85,542;
GO;5201306;Anicuns;0,74;76,185;
GO;5201405;Aparecida de Goiânia;0,87;84,709;
GO;5201454;Aparecida do Rio Doce;;67,608;
GO;5201504;Aporé;0,9;75,65;
GO;5201603;Araçu;0,67;72,534;
GO;5201702;Aragarças;0,76;81,422;
GO;5201801;Aragoiânia;0,71;76,343;
GO;5202155;Araguapaz;0,6;66,32;
GO;5202353;Arenópolis;0,79;76,862;
GO;5202502;Aruanã;0,92;69,908;
GO;5202601;Aurilândia;0,95;78,17;
GO;5202809;Avelinópolis;0,88;68,542;
GO;5203104;Baliza;0,44;72,925;
GO;5203203;Barro Alto;0,5;69,022;
GO;5203302;Bela Vista de Goiás;0,96;78,41;
GO;5203401;Bom Jardim de Goiás;0,79;77,159;
GO;5203500;Bom Jesus de Goiás;0,99;78,002;
GO;5203559;Bonfinópolis;0,69;73;
GO;5203575;Bonópolis;;65,773;
GO;5203609;Brazabrantes;0,6;75,575;
GO;5203807;Britânia;0,65;68,39;
GO;5203906;Buriti Alegre;1,15;77,005;
GO;5203939;Buriti de Goiás;;76,772;
GO;5203962;Buritinópolis;;53,146;
GO;5204003;Cabeceiras;0,63;73,702;
GO;5204102;Cachoeira Alta;1,12;76,38;
GO;5204201;Cachoeira de Goiás;0,73;73,354;
GO;5204250;Cachoeira Dourada;0,98;70,788;
GO;5204300;Caçu;1,39;81,874;
GO;5204409;Caiapônia;0,97;73,676;
GO;5204508;Caldas Novas;1,35;87,77;
GO;5204557;Caldazinha;;76,394;
GO;5204607;Campestre de Goiás;0,63;70,738;
GO;5204656;Campinaçu;0,61;70,3;
GO;5204706;Campinorte;0,64;78,123;
GO;5204805;Campo Alegre de Goiás;1,68;81,151;
GO;5204854;Campo Limpo de Goiás;;;
GO;5204904;Campos Belos;0,78;68,996;
GO;5204953;Campos Verdes;0,76;70,62;
GO;5205000;Carmo do Rio Verde;0,65;75,575;
GO;5205059;Castelândia;;64,282;
GO;5205109;Catalão;1,16;85,554;
GO;5205208;Caturaí;0,62;74,023;
GO;5205307;Cavalcante;0,41;49,931;
GO;5205406;Ceres;1,21;82,54;
GO;5205455;Cezarina;0,91;77,005;
GO;5205471;Chapadão do Céu;;84,848;
GO;5205497;Cidade Ocidental;;91,567;
GO;5205513;Cocalzinho de Goiás;;69,13;
GO;5205521;Colinas do Sul;0,62;70,81;
GO;5205703;Córrego do Ouro;0,63;78,089;
GO;5205802;Corumbá de Goiás;0,72;71,947;
GO;5205901;Corumbaíba;0,9;80,66;
GO;5206206;Cristalina;0,89;81,275;
GO;5206305;Cristianópolis;0,94;80,882;
GO;5206404;Crixás;0,99;75,139;
GO;5206503;Cromínia;0,83;77,271;
GO;5206602;Cumari;0,89;82,713;
GO;5206701;Damianópolis;0,48;59,78;
GO;5206800;Damolândia;0,69;77,997;
GO;5206909;Davinópolis;0,72;77,307;
GO;5207105;Diorama;0,55;77,371;
GO;5207253;Doverlândia;0,68;70,171;
GO;5207352;Edealina;0,83;74,453;
GO;5207402;Edéia;1,11;79,028;
GO;5207501;Estrela do Norte;0,5;76,476;
GO;5207535;Faina;0,67;68,051;
GO;5207600;Fazenda Nova;0,77;74,803;
GO;5207808;Firminópolis;0,95;80,032;
GO;5207907;Flores de Goiás;0,44;52,973;
GO;5208004;Formosa;1,25;81,025;
GO;5208103;Formoso;0,82;77,649;
GO;5208152;Gameleira de Goiás;;;
GO;5208301;Divinópolis de Goiás;0,53;62,076;
GO;5208400;Goianápolis;0,7;68,997;
GO;5208509;Goiandira;0,89;82,024;
GO;5208608;Goianésia;0,9;78,387;
GO;5208707;Goiânia;2,02;91,644;
GO;5208806;Goianira;0,67;78,263;
GO;5208905;Goiás;0,88;75,818;
GO;5209101;Goiatuba;1,21;79,968;
GO;5209150;Gouvelândia;0,86;68,872;
GO;5209200;Guapó;0,87;79,979;
GO;5209291;Guaraíta;;71,261;
GO;5209408;Guarani de Goiás;0,33;53,308;
GO;5209457;Guarinos;0,43;73,503;
GO;5209606;Heitoraí;0,63;76,766;
GO;5209705;Hidrolândia;0,65;77,382;
GO;5209804;Hidrolina;0,63;75,819;
GO;5209903;Iaciara;0,6;64,454;
GO;5209937;Inaciolândia;;66,253;
GO;5209952;Indiara;0,97;74,76;
GO;5210000;Inhumas;1,1;80,115;
GO;5210109;Ipameri;0,89;81,572;
GO;5210158;Ipiranga de Goiás;;;
GO;5210208;Iporá;0,99;80,404;
GO;5210307;Israelândia;0,6;75,187;
GO;5210406;Itaberaí;0,95;76,401;
GO;5210562;Itaguari;0,6;74,765;
GO;5210604;Itaguaru;0,76;73,332;
GO;5210802;Itajá;0,97;72,177;
GO;5210901;Itapaci;0,93;77,599;
GO;5211008;Itapirapuã;0,78;68,801;
GO;5211206;Itapuranga;0,78;74,173;
GO;5211305;Itarumã;1,22;71,748;
GO;5211404;Itauçu;0,71;77,791;
GO;5211503;Itumbiara;1,25;82,342;
GO;5211602;Ivolândia;0,68;79,791;
GO;5211701;Jandaia;0,91;74,977;
GO;5211800;Jaraguá;0,71;75,275;
GO;5211909;Jataí;1,3;82,161;
GO;5212006;Jaupaci;0,89;71,401;
GO;5212055;Jesúpolis;;65,957;
GO;5212105;Joviânia;1,18;80,642;
GO;5212204;Jussara;1,02;78,068;
GO;5212253;Lagoa Santa;;;
GO;5212303;Leopoldo de Bulhões;0,8;76,406;
GO;5212501;Luziânia;1,15;79,956;
GO;5212600;Mairipotaba;0,94;78,414;
GO;5212709;Mambaí;0,35;58,779;
GO;5212808;Mara Rosa;0,83;75,736;
GO;5212907;Marzagão;1,2;75,858;
GO;5212956;Matrinchã;0,75;71,134;
GO;5213004;Maurilândia;1,02;71,539;
GO;5213053;Mimoso de Goiás;0,49;62,395;
GO;5213087;Minaçu;0,83;78,829;
GO;5213103;Mineiros;1,54;81,861;
GO;5213400;Moiporá;0,66;77,451;
GO;5213509;Monte Alegre de Goiás;0,45;51,51;
GO;5213707;Montes Claros de Goiás;1,01;73,251;
GO;5213756;Montividiu;0,93;76,435;
GO;5213772;Montividiu do Norte;;69,302;
GO;5213806;Morrinhos;1,04;81,232;
GO;5213855;Morro Agudo de Goiás;0,68;69,606;
GO;5213905;Mossâmedes;0,62;75,173;
GO;5214002;Mozarlândia;0,79;73,068;
GO;5214051;Mundo Novo;0,78;65,876;
GO;5214101;Mutunópolis;0,55;73,734;
GO;5214408;Nazário;0,65;80,359;
GO;5214507;Nerópolis;0,83;79,316;
GO;5214606;Niquelândia;0,71;72,602;
GO;5214705;Nova América;0,59;81,672;
GO;5214804;Nova Aurora;0,59;85,145;
GO;5214838;Nova Crixás;0,85;64,756;
GO;5214861;Nova Glória;0,57;76,708;
GO;5214879;Nova Iguaçu de Goiás;;66,911;
GO;5214903;Nova Roma;0,48;64,595;
GO;5215009;Nova Veneza;0,68;77,338;
GO;5215207;Novo Brasil;0,84;76,832;
GO;5215231;Novo Gama;;81,426;
GO;5215256;Novo Planalto;0,78;74,81;
GO;5215306;Orizona;0,72;82,48;
GO;5215405;Ouro Verde de Goiás;1,04;73,711;
GO;5215504;Ouvidor;0,98;86,049;
GO;5215603;Padre Bernardo;0,59;71,103;
GO;5215652;Palestina de Goiás;0,56;72,036;
GO;5215702;Palmeiras de Goiás;0,96;78,139;
GO;5215801;Palmelo;0,75;78,858;
GO;5215900;Palminópolis;0,81;77,111;
GO;5216007;Panamá;0,91;75,261;
GO;5216304;Paranaiguara;0,95;75,497;
GO;5216403;Paraúna;0,91;75,615;
GO;5216452;Perolândia;;68,993;
GO;5216809;Petrolina de Goiás;0,61;74,146;
GO;5216908;Pilar de Goiás;0,66;71,826;
GO;5217104;Piracanjuba;1,14;82,954;
GO;5217203;Piranhas;0,94;73,888;
GO;5217302;Pirenópolis;0,63;73,956;
GO;5217401;Pires do Rio;1,14;84,668;
GO;5217609;Planaltina;0,73;74,944;
GO;5217708;Pontalina;1,04;77,065;
GO;5218003;Porangatu;0,87;79,811;
GO;5218052;Porteirão;;62,777;
GO;5218102;Portelândia;0,7;72,915;
GO;5218300;Posse;0,65;64,728;
GO;5218391;Professor Jamil;;72,546;
GO;5218508;Quirinópolis;1,09;80,994;
GO;5218607;Rialma;0,78;82,567;
GO;5218706;Rianápolis;0,77;77,001;
GO;5218789;Rio Quente;0,59;83,544;
GO;5218805;Rio Verde;1,2;80,778;
GO;5218904;Rubiataba;0,76;80,384;
GO;5219001;Sanclerlândia;0,7;74,294;
GO;5219100;Santa Bárbara de Goiás;0,66;73,663;
GO;5219209;Santa Cruz de Goiás;0,74;78,939;
GO;5219258;Santa Fé de Goiás;0,76;67,665;
GO;5219308;Santa Helena de Goiás;1,1;76,336;
GO;5219357;Santa Isabel;0,72;80,082;
GO;5219407;Santa Rita do Araguaia;1,21;77,456;
GO;5219456;Santa Rita do Novo Destino;;68,861;
GO;5219506;Santa Rosa de Goiás;0,93;74,813;
GO;5219605;Santa Tereza de Goiás;0,75;75,008;
GO;5219704;Santa Terezinha de Goiás;0,93;78,308;
GO;5219712;Santo Antônio da Barra;;61,035;
GO;5219738;Santo Antônio de Goiás;;77,229;
GO;5219753;Santo Antônio do Descoberto;0,78;76,924;
GO;5219803;São Domingos;0,49;58,958;
GO;5219902;São Francisco de Goiás;0,55;69,432;
GO;5220009;São João d'Aliança;0,57;72,097;
GO;5220058;São João da Paraúna;0,8;72,835;
GO;5220108;São Luís de Montes Belos;0,93;81,208;
GO;5220157;São Luíz do Norte;0,47;68,074;
GO;5220207;São Miguel do Araguaia;0,9;75,466;
GO;5220264;São Miguel do Passa Quatro;0,6;81,336;
GO;5220280;São Patrício;;71,668;
GO;5220405;São Simão;0,71;75,556;
GO;5220454;Senador Canedo;0,6;76,055;
GO;5220504;Serranópolis;1,11;76,027;
GO;5220603;Silvânia;0,97;81,978;
GO;5220686;Simolândia;0,34;56,603;
GO;5220702;Sítio d'Abadia;0,39;54,15;
GO;5221007;Taquaral de Goiás;0,51;72,837;
GO;5221080;Teresina de Goiás;0,71;67,522;
GO;5221197;Terezópolis de Goiás;;66,576;
GO;5221304;Três Ranchos;0,66;81,622;
GO;5221403;Trindade;0,86;81,477;
GO;5221452;Trombas;0,46;72,539;
GO;5221502;Turvânia;0,92;74,278;
GO;5221551;Turvelândia;0,85;70,162;
GO;5221577;Uirapuru;;65,082;
GO;5221601;Uruaçu;0,89;76,872;
GO;5221700;Uruana;1,03;76,536;
GO;5221809;Urutaí;0,94;77,772;
GO;5221858;Valparaíso de Goiás;;87,465;
GO;5221908;Varjão;0,64;68,288;
GO;5222005;Vianópolis;0,88;79,521;
GO;5222054;Vicentinópolis;1,09;76,581;
GO;5222203;Vila Boa;;59,824;
GO;5222302;Vila Propício;;48,921;
MA;2100055;Açailândia;0,7;60,995;
MA;2100105;Afonso Cunha;0,21;38,983;
MA;2100154;Água Doce do Maranhão;;31,192;
MA;2100204;Alcântara;0,33;51,352;
MA;2100303;Aldeias Altas;0,29;32,045;
MA;2100402;Altamira do Maranhão;0,26;46,193;
MA;2100436;Alto Alegre do Maranhão;;33,26;
MA;2100477;Alto Alegre do Pindaré;;32,731;
MA;2100501;Alto Parnaíba;0,45;65,303;
MA;2100550;Amapá do Maranhão;;40,066;
MA;2100600;Amarante do Maranhão;0,37;45,618;
MA;2100709;Anajatuba;0,25;43,492;
MA;2100808;Anapurus;0,27;40,999;
MA;2100832;Apicum-Açu;;55,059;
MA;2100873;Araguanã;;48,112;
MA;2100907;Araioses;0,26;35,543;
MA;2100956;Arame;0,29;37,692;
MA;2101004;Arari;0,34;58,955;
MA;2101103;Axixá;0,31;70,185;
MA;2101202;Bacabal;0,42;60,515;
MA;2101251;Bacabeira;;55,854;
MA;2101301;Bacuri;0,25;52,067;
MA;2101350;Bacurituba;;41,983;
MA;2101400;Balsas;0,43;66,943;
MA;2101509;Barão de Grajaú;0,28;45,41;
MA;2101608;Barra do Corda;0,27;51,109;
MA;2101707;Barreirinhas;0,22;46,836;
MA;2101731;Belágua;;32,45;
MA;2101772;Bela Vista do Maranhão;;43,093;
MA;2101806;Benedito Leite;0,29;48,049;
MA;2101905;Bequimão;0,21;60,531;
MA;2101939;Bernardo do Mearim;;46,51;
MA;2101970;Boa Vista do Gurupi;;59,87;
MA;2102002;Bom Jardim;0,3;39,034;
MA;2102036;Bom Jesus das Selvas;;35,249;
MA;2102077;Bom Lugar;;39,374;
MA;2102101;Brejo;0,29;44,993;
MA;2102150;Brejo de Areia;;31,747;
MA;2102200;Buriti;0,31;40,844;
MA;2102309;Buriti Bravo;0,34;46,263;
MA;2102325;Buriticupu;;47,673;
MA;2102358;Buritirana;;44,974;
MA;2102374;Cachoeira Grande;;40,681;
MA;2102408;Cajapió;0,21;42,729;
MA;2102507;Cajari;0,22;53,67;
MA;2102556;Campestre do Maranhão;;50,798;
MA;2102606;Cândido Mendes;0,3;61,619;
MA;2102705;Cantanhede;0,22;41,923;
MA;2102754;Capinzal do Norte;;40,439;
MA;2102804;Carolina;0,41;67,883;
MA;2102903;Carutapera;0,29;64,598;
MA;2103000;Caxias;0,4;53,794;
MA;2103109;Cedral;0,35;72,882;
MA;2103125;Central do Maranhão;;40,657;
MA;2103158;Centro do Guilherme;;36,42;
MA;2103174;Centro Novo do Maranhão;;40,472;
MA;2103208;Chapadinha;0,38;50,184;
MA;2103257;Cidelândia;;47,298;
